seed,focal,startIndex,q,T,kalmanSquaredError,holdSquaredError,variance,covered
101,15,41,1e-08,30,0.000242962466937975,0.00222646084522364,0.000511393838153745,1
101,15,41,1e-08,60,0.0084591640717441,0.000157607065780262,0.00188882742211014,0
101,15,41,1e-08,120,0.0948315463011918,0.0176584057019859,0.00965274561946435,0
101,15,61,1e-08,30,0.000309548544211396,9.62350580836369e-06,0.000511393838153745,1
101,15,61,1e-08,60,0.00642037665360995,0.00201493634976202,0.00188882742211014,1
101,15,61,1e-08,120,9.57754521857686,9.75999508389469,0.00965274561946435,0
101,15,41,1e-06,30,0.00330042949062403,0.00222646084522364,0.0175581569974071,1
101,15,41,1e-06,60,0.0494813537638255,0.000157607065780262,0.105439709753164,1
101,15,41,1e-06,120,0.306124370989143,0.0176584057019859,0.70847130360818,1
101,15,61,1e-06,30,0.000323854309579683,9.62350580836369e-06,0.0175581569974071,1
101,15,61,1e-06,60,0.00762756300662186,0.00201493634976202,0.105439709753164,1
101,15,61,1e-06,120,9.44910005173771,9.75999508389469,0.70847130360818,0
101,15,41,0.0001,30,0.0038669867937728,0.00222646084522364,1.68021537013102,1
101,15,41,0.0001,60,0.0535005167910252,0.000157607065780262,10.3200544534141,1
101,15,41,0.0001,120,0.325341126497782,0.0176584057019859,70.0789037415827,1
101,15,61,0.0001,30,0.000511852142751681,9.62350580836369e-06,1.68021537013102,1
101,15,61,0.0001,60,0.0092821494569839,0.00201493634976202,10.3200544534141,1
101,15,61,0.0001,120,9.34018281853384,9.75999508389469,70.0789037415827,1
101,16,41,1e-08,30,0.000353654709153756,0.00525177663584739,0.000511393838153745,1
101,16,41,1e-08,60,1.24833781811599e-06,0.0111649338088902,0.00188882742211014,1
101,16,41,1e-08,120,0.0336309101072137,0.000877962580430074,0.00965274561946435,1
101,16,61,1e-08,30,0.000461081387726287,0.000206637636910819,0.000511393838153745,1
101,16,61,1e-08,60,0.0144816704952019,0.00298517001066363,0.00188882742211014,0
101,16,61,1e-08,120,9.68184310124119,9.27936722000144,0.00965274561946435,0
101,16,41,1e-06,30,0.000278964995447272,0.00525177663584739,0.0175581569974071,1
101,16,41,1e-06,60,3.43583494461585e-05,0.0111649338088902,0.105439709753164,1
101,16,41,1e-06,120,0.0374087129884287,0.000877962580430074,0.70847130360818,1
101,16,61,1e-06,30,2.70019551586751e-05,0.000206637636910819,0.0175581569974071,1
101,16,61,1e-06,60,0.00879131897520167,0.00298517001066363,0.105439709753164,1
101,16,61,1e-06,120,9.76211831740374,9.27936722000144,0.70847130360818,0
101,16,41,0.0001,30,0.000281548018254302,0.00525177663584739,1.68021537013102,1
101,16,41,0.0001,60,3.26631697073405e-05,0.0111649338088902,10.3200544534141,1
101,16,41,0.0001,120,0.0372985511741362,0.000877962580430074,70.0789037415827,1
101,16,61,0.0001,30,3.71641843369699e-05,0.000206637636910819,1.68021537013102,1
